Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Spent,Living_With,Children,Family_Size,Is_Parent,Age_Group,Total_Online_Purchases,Total_Store_Purchases
Postgraduate,50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,48,442,Partner,0,2,0,"(40, 50]",8,6
Graduate,61839.0,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,61,1895,Alone,0,1,0,"(60, 70]",12,4
Postgraduate,49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,65,411,Partner,2,4,1,"(60, 70]",5,8
Undergraduate,47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,50,521,Alone,1,2,1,"(40, 50]",7,8
Graduate,72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,56,1168,Alone,1,2,1,"(50, 60]",11,5
Postgraduate,57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,48,493,Partner,2,4,1,"(40, 50]",10,6
Graduate,65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,63,260,Partner,2,4,1,"(60, 70]",5,5
Graduate,28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,43,46,Alone,1,2,1,"(40, 50]",2,3
Postgraduate,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,74,319,Partner,1,3,1,"(70, 80]",7,5
Graduate,44931.0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,58,96,Partner,1,3,1,"(50, 60]",3,3
Graduate,76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,58,1062,Alone,0,1,0,"(50, 60]",11,4
Undergraduate,57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,73,232,Partner,1,3,1,"(70, 80]",3,7
Postgraduate,22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,44,76,Alone,1,2,1,"(40, 50]",3,3
Undergraduate,25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,48,54,Partner,1,3,1,"(40, 50]",3,3
Graduate,43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,56,201,Alone,1,2,1,"(50, 60]",5,4
Postgraduate,42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,41,406,Alone,1,2,1,"(40, 50]",9,3
Postgraduate,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,43,1919,Partner,0,2,0,"(40, 50]",13,6
Graduate,54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,49,662,Partner,1,3,1,"(40, 50]",10,8
Undergraduate,24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,35,41,Partner,1,3,1,"(30, 40]",2,4
Graduate,85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,61,1600,Alone,0,1,0,"(60, 70]",9,4
Graduate,47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,45,134,Partner,1,3,1,"(40, 50]",3,4
Graduate,19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,57,69,Partner,2,4,1,"(50, 60]",4,2
Postgraduate,27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,52,21,Partner,2,4,1,"(50, 60]",1,3
Undergraduate,39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,62,54,Alone,2,3,1,"(60, 70]",2,3
Graduate,21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,36,91,Alone,1,2,1,"(30, 40]",4,2
Postgraduate,60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,54,526,Alone,1,2,1,"(50, 60]",8,8
Graduate,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,62,162,Partner,0,2,0,"(60, 70]",5,2
Postgraduate,81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,76,1008,Partner,0,2,0,"(70, 80]",11,13
Graduate,43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,73,240,Partner,2,4,1,"(70, 80]",5,5
Postgraduate,54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,47,795,Alone,1,2,1,"(40, 50]",8,11
Graduate,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,43,1772,Partner,0,2,0,"(40, 50]",11,7
Undergraduate,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,55,64,Partner,0,2,0,"(50, 60]",2,4
Graduate,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,66,1957,Partner,1,3,1,"(60, 70]",15,4
Graduate,33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,47,78,Partner,1,3,1,"(40, 50]",2,4
Graduate,81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,45,1572,Alone,0,1,0,"(40, 50]",12,7
Postgraduate,71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,54,795,Partner,1,3,1,"(50, 60]",11,13
Undergraduate,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,55,889,Partner,1,3,1,"(50, 60]",9,12
Postgraduate,48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,62,331,Alone,1,2,1,"(60, 70]",5,7
Postgraduate,52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,75,265,Partner,1,3,1,"(70, 80]",5,5
Graduate,66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,63,1065,Alone,1,2,1,"(60, 70]",6,9
Postgraduate,29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,74,11,Partner,2,4,1,"(70, 80]",1,2
Graduate,47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,46,21,Alone,1,2,1,"(40, 50]",1,2
Graduate,38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,55,17,Partner,2,4,1,"(50, 60]",1,2
Graduate,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,51,369,Partner,1,3,1,"(50, 60]",6,5
Postgraduate,38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,57,38,Partner,2,4,1,"(50, 60]",1,3
Undergraduate,38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,47,177,Alone,1,2,1,"(40, 50]",5,3
Postgraduate,64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,55,279,Partner,1,3,1,"(50, 60]",6,5
Postgraduate,36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,44,62,Partner,1,3,1,"(40, 50]",2,3
Postgraduate,61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,48,1230,Partner,1,3,1,"(40, 50]",10,8
Graduate,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,57,182,Partner,2,4,1,"(50, 60]",5,3
Graduate,13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,55,49,Partner,2,4,1,"(50, 60]",3,3
Postgraduate,47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,59,75,Partner,2,4,1,"(50, 60]",2,4
Postgraduate,54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,69,227,Partner,2,4,1,"(60, 70]",6,4
Postgraduate,45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,51,215,Partner,2,4,1,"(50, 60]",4,6
Graduate,40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,74,444,Partner,1,3,1,"(70, 80]",8,5
Undergraduate,47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,58,47,Partner,2,4,1,"(50, 60]",1,3
Postgraduate,27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,74,143,Partner,0,2,0,"(70, 80]",3,3
Graduate,39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,42,55,Partner,1,3,1,"(40, 50]",2,3
Undergraduate,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,54,63,Partner,2,4,1,"(50, 60]",3,4
Graduate,79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,70,1867,Alone,0,1,0,"(60, 70]",16,5
Postgraduate,61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,64,611,Partner,1,3,1,"(60, 70]",8,10
Graduate,53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,70,473,Partner,1,3,1,"(60, 70]",8,7
Graduate,24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,66,55,Partner,0,2,0,"(60, 70]",2,3
Postgraduate,39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,41,81,Alone,1,2,1,"(40, 50]",3,2
Postgraduate,92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,50,2086,Partner,0,2,0,"(40, 50]",16,5
Postgraduate,69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,60,1478,Alone,0,1,0,"(50, 60]",10,9
Graduate,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,48,49,Partner,1,3,1,"(40, 50]",1,3
Postgraduate,59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,53,382,Partner,0,2,0,"(50, 60]",7,7
Postgraduate,17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,50,69,Partner,1,3,1,"(40, 50]",4,2
Graduate,23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,56,67,Alone,1,2,1,"(50, 60]",2,3
Postgraduate,42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,56,30,Partner,2,4,1,"(50, 60]",1,3
Undergraduate,26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,47,63,Partner,1,3,1,"(40, 50]",3,3
Graduate,31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,44,79,Partner,1,3,1,"(40, 50]",3,4
Graduate,30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,64,42,Alone,1,2,1,"(60, 70]",1,3
Graduate,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,65,819,Partner,1,3,1,"(60, 70]",8,12
Graduate,72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,70,1151,Alone,0,1,0,"(60, 70]",7,9
Postgraduate,61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,77,594,Partner,2,4,1,"(70, 80]",7,10
Postgraduate,49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,59,129,Partner,2,4,1,"(50, 60]",4,3
Postgraduate,21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,39,213,Alone,1,2,1,"(30, 40]",6,2
Graduate,42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,52,67,Alone,1,2,1,"(50, 60]",2,3
Graduate,26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,69,28,Alone,3,4,1,"(60, 70]",1,3
Undergraduate,30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,50,45,Partner,1,3,1,"(40, 50]",1,3
Graduate,81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,60,1193,Partner,0,2,0,"(50, 60]",10,7
Postgraduate,26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,56,268,Alone,0,1,0,"(50, 60]",4,6
Postgraduate,45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,81,266,Alone,0,1,0,"(80, 90]",4,7
Undergraduate,18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,52,37,Partner,1,3,1,"(50, 60]",1,3
Graduate,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,58,37,Partner,3,5,1,"(50, 60]",2,3
Postgraduate,48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,56,882,Alone,0,1,0,"(50, 60]",9,13
Graduate,45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,51,373,Partner,2,4,1,"(50, 60]",8,5
Postgraduate,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,60,35,Alone,3,4,1,"(50, 60]",1,3
Postgraduate,162397.0,1,1,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,49,107,Partner,2,4,1,"(40, 50]",0,1
Graduate,54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,47,42,Alone,2,3,1,"(40, 50]",1,3
Postgraduate,30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,65,326,Partner,1,3,1,"(60, 70]",3,9
Postgraduate,54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,64,404,Partner,1,3,1,"(60, 70]",7,7
Graduate,31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,54,95,Alone,0,1,0,"(50, 60]",3,2
Graduate,72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,76,939,Alone,0,1,0,"(70, 80]",7,6
Undergraduate,36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,47,33,Alone,1,2,1,"(40, 50]",1,3
Undergraduate,72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,70,981,Partner,0,2,0,"(60, 70]",14,6
Graduate,13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,49,36,Partner,1,3,1,"(40, 50]",2,3
Graduate,84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,50,1237,Alone,1,2,1,"(40, 50]",12,7
Graduate,70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,65,1825,Partner,1,3,1,"(60, 70]",22,5
Postgraduate,34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,48,103,Alone,2,3,1,"(40, 50]",3,3
Graduate,28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,48,191,Alone,1,2,1,"(40, 50]",5,4
Postgraduate,69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,55,1586,Partner,1,3,1,"(50, 60]",10,13
Postgraduate,65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,67,963,Partner,0,2,0,"(60, 70]",7,6
Undergraduate,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,55,889,Partner,1,3,1,"(50, 60]",9,12
Undergraduate,32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,65,93,Alone,0,1,0,"(60, 70]",3,3
Graduate,83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,52,1587,Alone,0,1,0,"(50, 60]",13,7
Graduate,46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,63,16,Alone,3,4,1,"(60, 70]",1,2
Graduate,84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,73,1375,Alone,0,1,0,"(70, 80]",20,11
Graduate,56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,63,393,Partner,1,3,1,"(60, 70]",6,7
Postgraduate,63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,75,1477,Alone,1,2,1,"(70, 80]",12,9
Graduate,73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,54,1179,Partner,1,3,1,"(50, 60]",8,8
Graduate,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,65,1005,Partner,1,3,1,"(60, 70]",9,13
Postgraduate,76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,77,1348,Partner,0,2,0,"(70, 80]",14,6
Postgraduate,62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,66,1307,Alone,1,2,1,"(60, 70]",13,6
Graduate,45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,61,486,Alone,1,2,1,"(60, 70]",9,4
Postgraduate,77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,78,2252,Partner,0,2,0,"(70, 80]",6,6
Postgraduate,46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,54,235,Partner,2,4,1,"(50, 60]",4,6
Graduate,105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,55,1724,Partner,0,2,0,"(50, 60]",17,13
Postgraduate,55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,55,235,Alone,1,2,1,"(50, 60]",4,6
Postgraduate,78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,48,1092,Partner,1,3,1,"(40, 50]",13,12
Graduate,66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,67,599,Partner,1,3,1,"(60, 70]",8,7
Postgraduate,98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,65,2008,Alone,0,1,0,"(60, 70]",10,9
Graduate,29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,40,48,Partner,1,3,1,"(30, 40]",1,3
Graduate,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,51,1174,Partner,1,3,1,"(50, 60]",15,12
Postgraduate,50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,75,67,Partner,1,3,1,"(70, 80]",2,4
Graduate,49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,70,365,Alone,1,2,1,"(60, 70]",8,5
Graduate,153924.0,0,0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,50,6,Alone,0,1,0,"(40, 50]",0,0
Graduate,61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,72,165,Partner,1,3,1,"(70, 80]",4,4
Undergraduate,26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,67,210,Partner,0,2,0,"(60, 70]",4,5
Postgraduate,73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,78,1095,Partner,1,3,1,"(70, 80]",12,13
Postgraduate,46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,59,223,Alone,3,4,1,"(50, 60]",5,3
Graduate,56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,62,597,Partner,1,3,1,"(60, 70]",9,9
Graduate,19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,40,22,Partner,1,3,1,"(30, 40]",0,3
Graduate,58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,50,1064,Alone,1,2,1,"(40, 50]",10,13
Undergraduate,25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,45,74,Partner,0,2,0,"(40, 50]",2,3
Postgraduate,14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,69,26,Partner,0,2,0,"(60, 70]",1,3
Graduate,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,66,60,Partner,0,2,0,"(60, 70]",2,2
Postgraduate,45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,51,20,Partner,1,3,1,"(50, 60]",1,2
Undergraduate,21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,38,59,Alone,1,2,1,"(30, 40]",2,3
Postgraduate,29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,57,34,Partner,1,3,1,"(50, 60]",1,3
Undergraduate,54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,54,198,Partner,2,4,1,"(50, 60]",4,5
Postgraduate,59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,61,1048,Partner,1,3,1,"(60, 70]",15,10
Postgraduate,59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,63,574,Alone,2,3,1,"(60, 70]",7,9
Graduate,66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,55,1029,Alone,1,2,1,"(50, 60]",7,6
Graduate,77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,45,670,Partner,1,3,1,"(40, 50]",10,8
Postgraduate,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,50,990,Alone,1,2,1,"(40, 50]",6,8
Graduate,26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,51,11,Partner,2,4,1,"(50, 60]",1,2
Postgraduate,81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,62,1241,Partner,1,3,1,"(60, 70]",13,5
Graduate,70337.0,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,46,576,Alone,0,1,0,"(40, 50]",4,12
Undergraduate,36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,40,172,Partner,1,3,1,"(30, 40]",5,3
Postgraduate,65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,45,664,Alone,0,1,0,"(40, 50]",6,13
Graduate,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,62,928,Alone,1,2,1,"(60, 70]",17,4
Graduate,68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,58,2074,Alone,0,1,0,"(50, 60]",16,13
Undergraduate,41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,43,467,Partner,0,2,0,"(40, 50]",9,5
Graduate,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,70,257,Partner,1,3,1,"(60, 70]",4,6
Graduate,65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,58,1146,Partner,0,2,0,"(50, 60]",10,6
Postgraduate,66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,49,689,Alone,1,2,1,"(40, 50]",7,11
Postgraduate,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,53,2114,Alone,0,1,0,"(50, 60]",11,10
Postgraduate,160803.0,0,0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,43,1717,Partner,0,2,0,"(40, 50]",28,1
Postgraduate,77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,36,1346,Partner,0,2,0,"(30, 40]",8,12
Postgraduate,69476.0,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,56,1044,Partner,0,2,0,"(50, 60]",10,4
Postgraduate,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,65,493,Alone,1,2,1,"(60, 70]",9,7
Graduate,61209.0,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,55,957,Alone,0,1,0,"(50, 60]",8,4
Postgraduate,42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,67,270,Partner,1,3,1,"(60, 70]",5,4
Undergraduate,13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,73,29,Partner,0,2,0,"(70, 80]",1,3
Postgraduate,47570.0,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,76,121,Alone,2,3,1,"(70, 80]",4,2
Postgraduate,61923.0,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,64,126,Partner,2,4,1,"(60, 70]",3,4
Graduate,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,30,23,Alone,0,1,0,"(20, 30]",1,2
Postgraduate,26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,76,57,Alone,2,3,1,"(70, 80]",2,3
Graduate,45938.0,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,64,636,Alone,0,1,0,"(60, 70]",12,6
Graduate,78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,65,1004,Partner,0,2,0,"(60, 70]",17,10
